Employee Count,Funding Amount (M$),Number of Investors,Investor Reputation,Economic Indicator,Sector Growth Rate (%),Estimated Valuation (M$),Revenue (M$),Profit Margin (%),Years Since Founded,Funding Month,Funding Year,Industry_Biotech,Industry_Cybersecurity,Industry_E-commerce,Industry_EdTech,Industry_FinTech,Industry_GreenTech,Industry_HealthTech,Industry_Robotics,Industry_SaaS,Market Trend_Bullish,Market Trend_Stable
-0.4899242398378789,0.09309207009564148,-0.5589119391007961,1.399695296194624,-1.4017757071898458,1.3072456064814677,-0.11817640434259236,1.9687908920007604,0.014214057216173083,-1.8121100889084096,11,2020,True,False,False,False,False,False,False,False,False,False,True
-0.4899242398378789,-0.4607347769320662,1.0954894593228728,1.20052266032935,-1.0456878610938747,-0.9277844493520916,0.5062457456645312,0.12254356056919534,0.2094502237754923,-1.8121100889084096,12,2020,True,False,False,False,False,False,False,False,False,True,False
-0.4899242398378789,-1.5554864786737055,-0.19126718389553635,-0.9185496970346964,-1.3151168901972496,0.04794822876187755,-1.1399198183331656,0.5391720932425547,-0.27747393518677416,-1.5251567890020898,1,2021,True,False,False,False,False,False,False,False,False,True,False
-0.4899242398378789,-1.153480838220426,0.727844704117613,-0.43584889221573603,1.735127701339083,-0.19928215302125574,-0.5542904924355362,0.09657048755388829,-0.3434304623440679,-1.5251567890020898,2,2021,True,False,False,False,False,False,False,False,False,True,False
-0.4899242398378789,-0.945154437167298,-1.2942014495113157,0.23172764252531744,-0.9743078521936906,-1.2288605961174295,-1.033442737186652,0.6227209853383169,1.5624925805809846,-1.5251567890020898,3,2021,True,False,False,False,False,False,False,False,False,False,False
-0.4899242398378789,1.9165970374468217,-1.6618462047165754,1.6697170681220233,-1.3009207840715091,1.1092410705164943,-0.7611874829648221,-0.35062078660165996,0.7085829389992565,-1.5251567890020898,4,2021,True,False,False,False,False,False,False,False,False,False,False
-0.4899242398378789,0.9090420352897128,-0.5589119391007961,0.27768114965024415,0.6255601603905269,0.7280505459658625,0.04560685480553271,-0.9227384394154153,0.08911501216566947,-1.5251567890020898,5,2021,True,False,False,False,False,False,False,False,False,False,False
-0.4899242398378789,-1.2822512522713643,-1.2942014495113157,-0.11031488854374502,-1.4451404131817598,-0.8142063637814911,-1.1515687061540976,-0.043031214630015975,-1.354236547904941,-1.5251567890020898,6,2021,True,False,False,False,False,False,False,False,False,True,False
-0.4899242398378789,-0.14465092861653198,-0.3750895614981662,0.49761090008607256,-1.6825881412762875,0.2883941366922254,-0.24985399228983768,-1.025542367476547,1.3716403861974062,-1.5251567890020898,7,2021,True,False,False,False,False,False,False,False,False,True,False
-0.4899242398378789,1.0110965925808615,1.2793118369255025,-1.2598633669103052,-0.2159682204727976,-0.15618984445519304,1.727706632001193,-0.6405025909116707,-0.1390734697498494,-1.5251567890020898,8,2021,True,False,False,False,False,False,False,False,False,False,False
-0.4899242398378789,0.32811520416990325,0.1763775713097234,0.9488607694511599,0.624543749796907,0.8014415998698605,0.49792629551783585,1.8234814844827767,0.011498179599439187,-1.5251567890020898,9,2021,True,False,False,False,False,False,False,False,False,False,True
-0.4899242398378789,-0.24355389514591866,-0.3750895614981662,0.45219176577686787,-0.6319734546464163,0.042334923576421324,-0.30564962401954193,1.282307471349809,1.6120598997629965,-1.5251567890020898,10,2021,True,False,False,False,False,False,False,False,False,True,False
-0.4899242398378789,-0.5740086222845401,0.1763775713097234,-0.20642214517243562,0.6761955997877699,0.027979223661269797,-0.2983857639503846,-1.5060511830799892,-0.8217293574798051,-1.5251567890020898,11,2021,True,False,False,False,False,False,False,False,False,True,False
-0.4899242398378789,-0.9129551079626379,-1.2942014495113157,-1.4219061492651563,1.3917815422945183,1.2504819815455785,-1.3001217088670802,-0.38529006415416284,-1.6445837312550267,-1.5251567890020898,12,2021,True,False,False,False,False,False,False,False,False,True,False
-0.4899242398378789,1.931759086794191,0.3601999489123533,0.8909467088962135,0.16763448081347201,-0.9149672460502828,1.8108174679982056,-0.09802843170796971,-1.6324304785640122,-1.23820348909577,1,2022,True,False,False,False,False,False,False,False,False,True,False
-0.4899242398378789,1.3526903364033096,1.6469565921307623,-0.7840424174481486,-0.8757609135469542,0.7575685896216744,2.580794042613616,1.434655543619799,-0.671927605691804,-1.23820348909577,2,2022,True,False,False,False,False,False,False,False,False,False,False
-0.4899242398378789,0.100104272768118,1.6469565921307623,1.4172019052869578,-0.7553440720982596,-0.07802594751153681,1.4905560621618985,1.2163718316044423,1.1852266000158884,-1.23820348909577,3,2022,True,False,False,False,False,False,False,False,False,True,False
-0.4899242398378789,1.9936381101138505,-1.6618462047165754,0.1601495241871445,-1.7223391395455057,0.058951612347062615,-1.0053133502740097,-0.40502236304157957,1.2019263312245207,-1.23820348909577,4,2022,True,False,False,False,False,False,False,False,False,True,False
-0.4899242398378789,-0.0809889901626185,1.6469565921307623,1.6249361296099936,-0.16578377222060658,-0.7536967966589166,1.314718136266372,-1.6156258435901107,0.8810368765042308,-1.23820348909577,5,2022,True,False,False,False,False,False,False,False,False,False,False
-0.4899242398378789,-0.7244519414566896,1.2793118369255025,0.8714814542350552,1.3603230814065557,-1.5246160022582216,0.2776106249607867,-1.7920963580324152,0.7165637496562123,-1.23820348909577,6,2022,True,False,False,False,False,False,False,False,False,False,True
-0.4899242398378789,-1.6022013424483637,-1.1103790719086857,-0.3302975567573379,-0.5074875481946155,1.1466872113186752,-1.2167993696664547,-0.3612952689777753,-0.3173051619947008,-1.23820348909577,7,2022,True,False,False,False,False,False,False,False,False,True,False
-0.4899242398378789,-0.630828018928164,-0.7427343167034259,0.36208703574919265,1.5025395275758402,-1.7142690484052914,-0.6875513638933916,0.12899272285949798,0.9942671042178677,-1.23820348909577,8,2022,True,False,False,False,False,False,False,False,False,False,True
-0.4899242398378789,0.09754928502687035,-0.007444806292906466,-1.2198646678589757,0.5043077497832736,1.484040618958467,-0.14782234527879823,1.503447663599884,1.078900291176006,-1.23820348909577,9,2022,True,False,False,False,False,False,False,False,False,True,False
-0.4899242398378789,-0.628853792619905,1.2793118369255025,-1.0293905517508304,-0.6578453179605378,-0.1744842872924685,0.06350654247245668,-1.0358380804230738,1.5505123961789304,-1.23820348909577,10,2022,True,False,False,False,False,False,False,False,False,False,False
-0.4899242398378789,-0.1371839127862327,0.9116670817202429,0.8133584903562082,0.8081422268886344,-0.9483357191249554,0.6394201646299589,-1.475619192325535,-0.5300245660158279,-1.23820348909577,11,2022,True,False,False,False,False,False,False,False,False,False,True
-0.4899242398378789,-0.5468480895265162,-0.9265566943060558,1.4268800615777835,-0.9449162585354225,-0.22442919216662022,-0.5753417287646889,0.14558252824822568,-1.582683869943475,-1.23820348909577,12,2022,True,False,False,False,False,False,False,False,False,False,True
0.5695223160564197,0.6590356113273854,1.4631342145281325,0.8573484497513205,1.5143701180200002,-1.1429073488836705,1.8789718809643623,-0.09362289374017498,0.9303511205497805,0.7704696102484686,1,2020,False,False,False,False,False,False,False,True,False,False,True
0.5695223160564197,-1.0101619846059442,1.6469565921307623,-1.4304742154652017,1.0090879057627578,-1.5599312438136164,-0.2668210129381208,-0.9771316934140759,-0.7793735749293952,0.7704696102484686,2,2020,False,False,False,False,False,False,False,True,False,False,True
0.5695223160564197,-0.414978385682608,-0.7427343167034259,1.0621177885336373,0.9226207776160648,1.1695094221257603,-0.49308823251913564,0.3121048990906621,0.6754703793197782,0.7704696102484686,3,2020,False,False,False,False,False,False,False,True,False,False,True
0.5695223160564197,-0.9300799887749356,-0.007444806292906466,0.926182950751346,1.6846519069602628,-1.427032731729095,-0.4215078574698945,-0.6363406120852798,-1.1406787708139356,0.7704696102484686,4,2020,False,False,False,False,False,False,False,True,False,True,False
0.5695223160564197,0.01850326842255473,-1.2942014495113157,-1.584178220139679,1.2291381602293592,1.6109387841468965,-1.156256439565482,1.2422566525006906,-0.9012804865563976,0.7704696102484686,5,2020,False,False,False,False,False,False,False,True,False,False,True
0.5695223160564197,0.6943585980118787,-1.4780238271139454,1.4615397365689975,0.27798418321841856,0.3406480803909775,-0.7002737983787679,-2.5122372851040744,1.389835026172257,0.7704696102484686,6,2020,False,False,False,False,False,False,False,True,False,True,False
0.5695223160564197,0.26978227670235216,1.4631342145281325,0.6466981869460835,0.02665760925581039,-1.7108347313228822,1.4164567206088745,1.0931653367939467,-1.4575317515745017,0.7704696102484686,7,2020,False,False,False,False,False,False,False,True,False,False,False
0.5695223160564197,-0.07858936710509677,-0.5589119391007961,-0.25538869008845216,-0.007934953362285682,0.4456652288365637,-0.46436759303755015,0.5750360336070116,-0.925483157542668,0.7704696102484686,8,2020,False,False,False,False,False,False,False,True,False,False,False
0.5695223160564197,0.06216671699162992,1.4631342145281325,-1.1005970192985626,-0.12837508127750943,-1.1149306752542543,0.9002699713842931,-1.8486753270277958,1.1217549474201456,0.7704696102484686,9,2020,False,False,False,False,False,False,False,True,False,False,False
0.5695223160564197,-1.5855318219321612,1.6469565921307623,1.1480749928976546,1.0115064098293687,1.287607338945053,-0.5092516035888136,1.0486080307548407,1.236129020506082,0.7704696102484686,10,2020,False,False,False,False,False,False,False,True,False,False,False
0.5695223160564197,-0.44804708999088505,-0.007444806292906466,-1.7036423000489802,-0.9008473417106562,0.4513389508200639,-0.5606852541808413,0.07721314394898096,1.2138638409774074,0.7704696102484686,11,2020,False,False,False,False,False,False,False,True,False,True,False
0.5695223160564197,-0.31409600023697465,-1.6618462047165754,0.5815316980775148,0.6911458649623451,0.6706167002258469,-1.0767558253414253,-1.172569817277715,0.17541647139755379,0.7704696102484686,12,2020,False,False,False,False,False,False,False,True,False,False,False
0.5695223160564197,-0.049157420991053656,1.4631342145281325,0.8872926080917204,-0.7356827427533138,-1.5123065741074129,1.1055977778202435,-0.8379290934594021,1.2609524721580183,1.0574229101547883,1,2021,False,False,False,False,False,False,False,True,False,False,True
0.5695223160564197,-1.963350160656189,1.0954894593228728,-0.7703769115599645,-0.8976619486267725,-0.08455068348195081,-1.28652687158376,1.5743546782254763,0.8136694116516533,1.0574229101547883,2,2021,False,False,False,False,False,False,False,True,False,False,False
0.5695223160564197,0.6073242931782822,0.5440223265149832,1.2493801927090114,0.21561868827366246,1.0364984236644907,1.064063061220116,-0.07387263045513169,0.5216735279103921,1.0574229101547883,3,2021,False,False,False,False,False,False,False,True,False,True,False
0.5695223160564197,0.32174611894121546,0.727844704117613,0.5387575017783474,0.44590897974627985,-0.5044237301154303,0.8673594619288428,0.40069054985111635,-1.12703733129957,1.0574229101547883,4,2021,False,False,False,False,False,False,False,True,False,False,True
0.5695223160564197,0.08963330192975093,-0.19126718389553635,-0.581401183162754,-1.1746053924863467,1.397738927605174,-0.18034585002018771,-0.09645561912438695,1.259997165073895,1.0574229101547883,5,2021,False,False,False,False,False,False,False,True,False,False,False
0.5695223160564197,0.4435695824273966,0.9116670817202429,0.8827155342474706,0.08409013464247284,1.2980595512572735,1.1827300172242436,0.9551271564755635,1.1705530315707833,1.0574229101547883,6,2021,False,False,False,False,False,False,False,True,False,True,False
0.5695223160564197,-0.29841864599213097,-1.1103790719086857,-1.4518590322092828,-0.6711895502285196,-0.507986652251436,-1.083256962270776,0.910861136811901,-1.3695364376826298,1.0574229101547883,7,2021,False,False,False,False,False,False,False,True,False,False,False
0.5695223160564197,-0.6706297060494306,-0.5589119391007961,0.7501943091389468,-1.1840927202993834,1.681096197957503,-0.5516455892032197,1.314501086395008,-0.30398390638206496,1.0574229101547883,8,2021,False,False,False,False,False,False,False,True,False,False,True
0.5695223160564197,1.2331448624658112,-1.2942014495113157,-0.7832471843635848,0.5985661709983359,1.6644660105294744,-0.8017513953309271,1.928933345970505,-0.6158629343686844,1.0574229101547883,9,2021,False,False,False,False,False,False,False,True,False,False,True
0.5695223160564197,0.3658665004290845,-1.2942014495113157,-1.2168937129298143,0.0244132313565625,-1.438435497791972,-1.0320892280278953,-0.04791462340089919,-0.48881566452184066,1.0574229101547883,10,2021,False,False,False,False,False,False,False,True,False,False,True
0.5695223160564197,0.3220530366305442,0.3601999489123533,-0.6680525111623937,0.06965219141558016,-1.4437731029432042,0.37445293814026687,-0.9955984451697206,1.289855557212146,1.0574229101547883,11,2021,False,False,False,False,False,False,False,True,False,True,False
0.5695223160564197,-0.1819127886919916,0.3601999489123533,1.4123073267598496,0.41559759523672396,-1.6541827840279122,0.3481275029445582,-1.8235740692232003,0.5839819466812516,1.0574229101547883,12,2021,False,False,False,False,False,False,False,True,False,False,False
0.5695223160564197,0.8042262207817286,0.727844704117613,0.11821361674243908,0.003155237340066308,-0.9958035209459812,1.2104554237666665,1.3666801400771245,0.27572580699615634,1.3443762100611083,1,2022,False,False,False,False,False,False,False,True,False,True,False
0.5695223160564197,0.26572517155667796,1.0954894593228728,0.8560252728455717,-0.15412902652988322,1.6566005318274752,1.159136439083515,-0.17821181381473192,-1.4804951165215852,1.3443762100611083,2,2022,False,False,False,False,False,False,False,True,False,True,False
0.5695223160564197,0.2451314297668235,-1.4780238271139454,0.27046518670731834,1.1533508791536116,0.1393037805958036,-0.9514607059441498,0.3733663761367559,-0.4188406148208883,1.3443762100611083,3,2022,False,False,False,False,False,False,False,True,False,True,False
0.5695223160564197,1.6507177228693424,0.727844704117613,-0.3958067652907784,0.29441027838692646,-0.8297510274544976,1.8492943575320167,1.2678596031218827,1.0067364634362337,1.3443762100611083,4,2022,False,False,False,False,False,False,False,True,False,False,False
0.5695223160564197,0.15265552816857758,1.4631342145281325,-0.37475455888595927,1.1512437084670857,0.021297430309220558,1.1193622175565712,-0.2115002924670008,-0.08331960453408535,1.3443762100611083,5,2022,False,False,False,False,False,False,False,True,False,False,False
0.5695223160564197,-1.612071966724188,1.4631342145281325,-0.7114548271652371,0.8997434132780651,-0.19663630240198987,-0.8755877889735396,0.04776415748368668,-0.337983978904477,1.3443762100611083,6,2022,False,False,False,False,False,False,False,True,False,False,False
0.5695223160564197,0.9375683243569287,-1.6618462047165754,0.47462486313014995,-0.5679099239289888,0.8127443954181763,-1.0179561910782855,-0.9446704837841318,1.3604054650827653,1.3443762100611083,7,2022,False,False,False,False,False,False,False,True,False,False,False
0.5695223160564197,-0.8221472865174858,-1.4780238271139454,-0.5795771310527265,0.5172519232099184,-0.34857792516772573,-1.2219050624995444,-0.7187131155788237,-0.8515297067322423,1.3443762100611083,8,2022,False,False,False,False,False,False,False,True,False,False,True
0.5695223160564197,-0.9026334357889767,-0.007444806292906466,-1.428155570486916,0.4992929634240051,-1.6898455752963106,-0.792827667113398,-1.5683851625469334,1.331137878714854,1.3443762100611083,9,2022,False,False,False,False,False,False,False,True,False,True,False
0.5695223160564197,-0.08283727535679547,-0.9265566943060558,0.81410085457244,0.6177257142060324,1.399986440089761,-0.5346959914476073,-0.2549872392145392,0.6381195556867508,1.3443762100611083,10,2022,False,False,False,False,False,False,False,True,False,False,True
0.5695223160564197,-0.5694492046356303,-0.9265566943060558,-1.0440703111603764,-1.7153826698106585,-0.3251718404594376,-0.9895407025124101,0.7666174825010785,-1.347608155701572,1.3443762100611083,11,2022,False,False,False,False,False,False,False,True,False,False,True
0.5695223160564197,0.13500884890154144,1.6469565921307623,-0.10799690146974464,-1.7313556028852581,-1.0748012132610854,1.2796413434270206,0.3400681247296001,0.12279828453499907,1.3443762100611083,12,2022,False,False,False,False,False,False,False,True,False,True,False
1.3435185153230713,0.21148189729090303,1.6469565921307623,0.45655090662440667,-1.1472800290587029,-0.8876817108193885,1.4614122736130024,0.07300973700316961,0.3928929674958944,-1.8121100889084096,1,2020,False,True,False,False,False,False,False,False,False,True,False
1.3435185153230713,0.8185673099293448,-0.19126718389553635,0.4192239265140933,-1.0732371696564302,0.3999611218517512,0.38514449731212935,0.5080667708243631,1.52855288586407,-1.8121100889084096,2,2020,False,True,False,False,False,False,False,False,False,True,False
1.3435185153230713,-0.06317705702302055,-0.5589119391007961,0.970314779213471,1.631389182853429,1.6573195769110929,-0.2557415635387887,1.6801548957940096,0.951896703073039,-1.8121100889084096,3,2020,False,True,False,False,False,False,False,False,False,True,False
1.3435185153230713,-0.05057963952285859,0.5440223265149832,-1.1281663052290445,0.5293599758434981,-1.5698014313406885,0.1499631238678985,-1.108388671781775,-0.3954245932925839,-1.8121100889084096,4,2020,False,True,False,False,False,False,False,False,False,True,False
1.3435185153230713,-0.2679192694850689,0.727844704117613,1.3954265160417139,-0.5753678335991682,-0.3031967731914127,0.5045319361329543,0.6110595058640241,1.3962567023188477,-1.8121100889084096,5,2020,False,True,False,False,False,False,False,False,False,True,False
1.3435185153230713,1.8371763801813803,0.5440223265149832,1.5304639327625613,0.5314636893098708,1.3667209333006378,2.0865637386537164,-0.3951809027133209,-1.631200611212407,-1.8121100889084096,6,2020,False,True,False,False,False,False,False,False,False,False,False
1.3435185153230713,-1.1444035835971078,-1.6618462047165754,0.09441011361994515,-0.6979787317132761,0.01865327580193325,-1.2077458201326943,-0.08422163240868095,-0.28017767439749314,-1.8121100889084096,7,2020,False,True,False,False,False,False,False,False,False,False,False
1.3435185153230713,-0.7669204564318551,-0.5589119391007961,1.1109620718908313,1.7188555910144279,0.3601685121873356,-0.533332309861314,-0.9909545571247218,0.45048821406913236,-1.8121100889084096,8,2020,False,True,False,False,False,False,False,False,False,True,False
1.3435185153230713,-1.0690899256509478,-0.7427343167034259,-1.4608327619892805,-0.199451823029458,-1.7144552374901076,-1.1485836391634703,0.7333260012001852,1.2112443226930638,-1.8121100889084096,9,2020,False,True,False,False,False,False,False,False,False,False,True
1.3435185153230713,1.5680642478566755,0.5440223265149832,-0.5156742350833693,1.506025833397572,1.3827189159287265,1.5356865148957464,0.18400371912224908,1.0619491764789344,-1.8121100889084096,10,2020,False,True,False,False,False,False,False,False,False,False,False
1.3435185153230713,-0.3629932011772071,0.3601999489123533,-0.48066851503677394,1.408247484424267,1.1805318257713349,-0.09657389499917826,0.37211819908953614,0.4649843868569027,-1.8121100889084096,11,2020,False,True,False,False,False,False,False,False,False,False,True
1.3435185153230713,-0.7044519677612346,0.5440223265149832,-0.776289969673513,-0.5594385222621158,-1.2662533466842354,-0.3110321825653774,0.6176192291362904,0.541294189320615,-1.8121100889084096,12,2020,False,True,False,False,False,False,False,False,False,False,True
1.3435185153230713,1.0595712113073177,1.4631342145281325,0.10212994855205872,-1.2025624222137985,-1.3806199166946866,2.1946772878319694,-0.5790089086245153,-1.1444119439031806,-1.5251567890020898,1,2021,False,True,False,False,False,False,False,False,False,False,True
1.3435185153230713,-1.1934074507529993,-0.19126718389553635,0.08722476477023067,-0.9370812123374357,-0.16945421072293262,-0.7751689930967576,0.0889546503643255,0.4388654046683722,-1.5251567890020898,2,2021,False,True,False,False,False,False,False,False,False,False,True
1.3435185153230713,1.13494243799149,-0.007444806292906466,-1.1229705264400913,0.4257832673344586,-1.066481276179114,0.5015400880560252,1.432114955100109,1.4833067056949787,-1.5251567890020898,3,2021,False,True,False,False,False,False,False,False,False,True,False
1.3435185153230713,0.9715063634546276,-0.007444806292906466,-0.6836246081184758,-0.05299718085935098,-0.5791452779032599,0.47417215996899004,-0.5693078663301494,-0.6961270698866211,-1.5251567890020898,4,2021,False,True,False,False,False,False,False,False,False,True,False
1.3435185153230713,0.4930996701031234,0.9116670817202429,-1.305341703390129,-0.6887825638139512,1.366996740313808,0.8674230697349047,-1.0440102598849716,0.8820779975954753,-1.5251567890020898,5,2021,False,True,False,False,False,False,False,False,False,False,True
1.3435185153230713,0.10297662114023769,0.9116670817202429,-0.1837841155888943,-1.278875195577818,-1.6556102572497846,0.6950047464806469,-1.1149513280711767,-0.09002218549502622,-1.5251567890020898,6,2021,False,True,False,False,False,False,False,False,False,False,False
1.3435185153230713,1.062282911807506,0.9116670817202429,0.22636355336140854,-0.8355069267351667,-1.2456083097837993,1.6411827050681698,1.7553593873970825,-0.9448437650836888,-1.5251567890020898,7,2021,False,True,False,False,False,False,False,False,False,False,True
1.3435185153230713,-0.10851139527835395,0.5440223265149832,-1.216474316261173,0.03901133714142813,1.5656608849727747,0.08942480067313556,2.911353513786181,-1.254831058563334,-1.5251567890020898,8,2021,False,True,False,False,False,False,False,False,False,False,False
1.3435185153230713,-0.8484090768521589,0.1763775713097234,-1.080805578582842,1.018670499255398,0.34489270157689444,-0.6268065972636548,-1.467266881916981,0.9365247982119548,-1.5251567890020898,9,2021,False,True,False,False,False,False,False,False,False,False,True
1.3435185153230713,0.2324629447998412,0.1763775713097234,1.715579246426565,1.6209656704991944,-1.121993098093922,0.5600667979144754,-0.22207960390011552,-1.2368190943308068,-1.5251567890020898,10,2021,False,True,False,False,False,False,False,False,False,True,False
1.3435185153230713,-0.0344145206471455,-1.1103790719086857,-0.7117714332341047,0.7918471728126928,-1.2877095279931416,-0.8967884078379947,-1.7808710310231177,-1.6079948979112075,-1.5251567890020898,11,2021,False,True,False,False,False,False,False,False,False,True,False
1.3435185153230713,1.0231591288818944,1.2793118369255025,-1.5581449786078474,-1.5310041658656284,1.583955870353897,1.6910596944464342,0.004667353905534266,-0.9877619083848506,-1.5251567890020898,12,2021,False,True,False,False,False,False,False,False,False,False,False
1.3435185153230713,-0.22644091092088883,-1.2942014495113157,1.1771189309267582,-1.7163029403366235,1.0500957480719753,-0.7459637445478363,-0.24124848278771135,1.4254094645095516,-1.23820348909577,1,2022,False,True,False,False,False,False,False,False,False,True,False
1.3435185153230713,-0.447994527783594,-0.7427343167034259,0.37434706796616457,1.4453975232244867,-1.568357786510848,-0.6185519783896437,1.0245041226510876,0.5426088415572727,-1.23820348909577,2,2022,False,True,False,False,False,False,False,False,False,False,True
1.3435185153230713,0.4874459811988441,1.6469565921307623,0.09351333201968359,-0.2797891573811228,1.0404595510407557,1.7217070034980526,1.1543042550258076,1.2142299756601809,-1.23820348909577,3,2022,False,True,False,False,False,False,False,False,False,False,False
1.3435185153230713,-0.250634303241062,-1.1103790719086857,-0.9088975193452578,-1.6940257774153165,-0.5492493711470081,-0.9820877720227679,0.38486043958010563,-0.13261054554715646,-1.23820348909577,4,2022,False,True,False,False,False,False,False,False,False,True,False
1.3435185153230713,-0.060366845081249836,0.727844704117613,-0.9338897889774089,-0.5239230243029344,0.947283760423379,0.29799141915324767,0.7264585408483459,0.06228780536668251,-1.23820348909577,5,2022,False,True,False,False,False,False,False,False,False,True,False
1.3435185153230713,0.8920978029491717,-1.6618462047165754,-0.18173791966918265,0.820763940623191,-0.10332197375606071,-1.1289240520047636,1.3228798383332299,0.6917965984266893,-1.23820348909577,6,2022,False,True,False,False,False,False,False,False,False,True,False
1.3435185153230713,0.7825007385870976,0.727844704117613,-0.3943948318052479,-0.48591596554136335,-1.3531727080716407,1.107388970809681,-0.43594630808969104,-1.4503939742625052,-1.23820348909577,7,2022,False,True,False,False,False,False,False,False,False,False,True
1.3435185153230713,0.7590505339701422,-1.6618462047165754,-1.3744200246278888,-0.013927307060335075,1.5175305645162913,-1.3336432385537749,-1.671612848375616,-1.0580226109445585,-1.23820348909577,8,2022,False,True,False,False,False,False,False,False,False,False,True
1.3435185153230713,-0.081152669947578,-1.2942014495113157,-1.6629078498026681,1.3005073914877143,-1.1285317311504912,-1.1874876266927206,-0.3417164672112987,-0.2830716528791647,-1.23820348909577,9,2022,False,True,False,False,False,False,False,False,False,False,True
1.3435185153230713,-0.24701589444064853,0.5440223265149832,-1.4053540013691102,0.07520288038714364,-1.4281953665509635,-0.05164411674825237,0.4586468596434702,-0.19381965091305248,-1.23820348909577,10,2022,False,True,False,False,False,False,False,False,False,False,False
1.3435185153230713,1.747501084397099,0.3601999489123533,-1.6403909660489386,-1.5086765271346974,0.08700990396658541,1.2585635141975007,0.3208428751575782,-0.171536946148541,-1.23820348909577,11,2022,False,True,False,False,False,False,False,False,False,False,False
1.3435185153230713,0.17418159998897179,-1.1103790719086857,1.5639936457077477,-0.3801624778064131,-0.4079736474618263,-0.4707182991129541,0.917994231957919,-0.2768247711978747,-1.23820348909577,12,2022,False,True,False,False,False,False,False,False,False,False,True
-1.5347144204530074,0.3153144058329788,-0.19126718389553635,1.562049566479112,-1.1681808455922529,-0.5646358876900018,0.2969827193215756,1.0582920712764574,-0.6401407337328048,-0.9512501891894503,1,2020,False,False,False,False,False,True,False,False,False,False,True
-1.5347144204530074,0.19605437127985978,-1.1103790719086857,-0.14734318615806447,-1.5383030938555002,-0.4303950258579561,-0.7474647871980763,0.2756934533842116,-0.5258597210457175,-0.9512501891894503,2,2020,False,False,False,False,False,True,False,False,False,False,True
-1.5347144204530074,-1.4655057282940596,0.1763775713097234,0.5034605037523276,0.1321564751599063,0.661075035895365,-0.7801160304705337,0.7215031025220009,0.04488295456042072,-0.9512501891894503,3,2020,False,False,False,False,False,True,False,False,False,True,False
-1.5347144204530074,1.157411367756148,0.5440223265149832,0.9222701689438225,0.056358837992384274,1.4266553420495882,1.4467634477200446,-0.05431647229389195,-0.5737494576836785,-0.9512501891894503,4,2020,False,False,False,False,False,True,False,False,False,False,False
